customer_id,first_name,last_name,email,phone,address,city,state,country,postal_code,age,gender,fitness_goal,dietary_preference,registration_date,last_login_date,subscription_status,loyalty_points
CUSTB57B1496CE34,Nidra,Sachdeva,rpathak@example.com,6040891385,"07/750
Radhakrishnan",Delhi,Maharashtra,India,366128,22,Male,Weight Loss,Vegetarian,2025-02-08,2025-06-10 18:06:00,True,3957
CUST19796E3A0AB1,Pushti,Kohli,diptarattan@example.org,+914208746549,"21/165
Golla Road",Jaipur,Delhi,India,694924,24,Female,General Fitness,Non-Vegetarian,2024-12-19,2025-05-22 16:51:21,True,9389
CUSTE6F4457C8824,Aashi,Rao,kamya16@example.com,+919623505950,"H.No. 252
Sinha Marg",Chennai,West Bengal,India,757445,24,Other,Muscle Gain,Non-Vegetarian,2025-05-25,2025-07-25 14:40:28,False,6517
CUSTFDCD80CDFD52,Finn,Pathak,falanmand@example.net,+913768101084,"H.No. 858, Naidu Nagar",Ahmedabad,Maharashtra,India,756461,40,Male,General Fitness,None,2024-09-06,2025-08-20 07:19:58,True,1682
CUST87023858ABCD,Arya,Batta,samaksh46@example.com,+916405692822,"10/514, Mohan Chowk",Delhi,Telangana,India,727266,46,Female,Endurance,None,2024-12-27,2025-06-15 08:07:54,False,2973
CUST2A0A0353F6EC,Theodore,Ghose,girikbhalla@example.org,+913459147029,"70/21
Pradhan Circle",Hyderabad,Rajasthan,India,815204,22,Male,Muscle Gain,Vegan,2025-05-23,2025-07-02 00:01:44,True,6029
CUSTA3F127D49C68,Manan,Master,upkaarsom@example.org,+911720021116,"H.No. 547
Sur Ganj",Jaipur,Maharashtra,India,706886,48,Male,Muscle Gain,Vegan,2025-09-10,2025-09-18 20:08:51,False,7900
CUST033D4F4E7C86,Aradhana,Rege,pbhavsar@example.org,06167503432,"H.No. 25
Bhagat Chowk",Pune,Maharashtra,India,278553,37,Other,Endurance,Vegan,2025-05-12,2025-06-17 22:27:13,True,9780
CUST83A293898583,Omkaar,Madan,oeshirout@example.org,+918251439995,"H.No. 17
Chopra Zila",Ahmedabad,Delhi,India,276385,39,Female,Other,Vegetarian,2024-04-17,2024-05-31 00:16:33,True,9862
CUSTF0FB1DA60716,Thomas,Bhardwaj,naveen53@example.net,+911415498759,"34/174
Krish Path",Ahmedabad,Uttar Pradesh,India,699796,33,Male,Muscle Gain,Vegan,2024-02-06,2025-08-11 08:50:16,False,4524
CUSTE01BF003A865,Hemani,Mangal,ekani76@example.net,+917534290646,"H.No. 28
Jha",Kolkata,Gujarat,India,027404,24,Other,Weight Loss,Gluten-Free,2024-05-19,2024-06-13 02:15:17,True,940
CUSTBAD13B8748F3,Nidra,Bumb,grewalsamuel@example.net,5037108797,"419, Ramesh Ganj",Chennai,Telangana,India,424655,34,Female,Other,Vegan,2023-10-15,2025-03-08 13:38:47,False,8315
CUST267C73E2D565,Vihaan,Gala,aryaganesh@example.net,08108560779,"13/27, Basak",Pune,Gujarat,India,527787,41,Other,Muscle Gain,Gluten-Free,2024-06-27,2025-01-24 13:04:47,True,7085
CUSTCFCBA902CBB8,Bhavika,Bobal,ayaan03@example.com,+910144788563,"H.No. 58, Mistry Road",Delhi,Maharashtra,India,702007,45,Male,Endurance,Gluten-Free,2024-06-18,2025-01-06 02:49:56,True,6869
CUSTBA87271ADC72,Libni,Bedi,pchaudry@example.com,8039774600,"H.No. 266
Kata Chowk",Kolkata,Delhi,India,182887,38,Male,Weight Loss,Non-Vegetarian,2024-12-27,2025-06-27 05:55:37,False,3685
CUSTBBA753190C62,Gabriel,Murthy,daliavrishti@example.net,+919990033375,"H.No. 554
Oommen Path",Chennai,Uttar Pradesh,India,879153,35,Other,General Fitness,Vegetarian,2023-12-26,2024-07-03 21:48:50,True,634
CUSTEA1CD472AF8D,Kiaan,Hayer,krishnamurthynikita@example.net,+910175595157,"39/84
Sood Ganj",Mumbai,Rajasthan,India,756651,44,Female,Weight Loss,Vegetarian,2025-04-03,2025-06-26 07:28:54,True,9804
CUST0A97D4C44B8E,Ekansh,Tank,wbabu@example.com,+916598981005,"H.No. 93
Pillay Zila",Lucknow,Karnataka,India,100230,31,Male,Muscle Gain,None,2025-05-11,2025-07-16 00:05:10,False,3396
CUSTFD661869D376,Chandani,Saxena,lalapanini@example.org,08522486023,"56/801, Tank Ganj",Lucknow,Rajasthan,India,623230,40,Male,Weight Loss,Gluten-Free,2024-01-18,2024-11-10 16:18:40,False,7499
CUST73056BD4A93A,Gaurika,Nadkarni,bedifalan@example.com,02876829941,"61/144, Vasa Chowk",Delhi,Uttar Pradesh,India,530293,21,Other,Other,Gluten-Free,2025-06-26,2025-09-06 19:09:22,True,4203
CUSTCC9F598C6AB6,Tanay,Kale,dayalreyansh@example.net,0145260922,"H.No. 84
Radhakrishnan Circle",Kolkata,Tamil Nadu,India,567845,46,Male,Endurance,Vegetarian,2024-09-28,2025-07-04 03:17:44,True,13
CUST35CDE3698731,Samaksh,Thakkar,csachdev@example.org,05304561513,"57/949
Deshmukh Nagar",Chennai,Tamil Nadu,India,427946,21,Female,General Fitness,Vegan,2023-11-08,2024-07-30 10:22:10,True,110
CUST64D61417EB5A,Joshua,Suresh,tejas46@example.org,4320121913,"H.No. 015, Rattan Nagar",Ahmedabad,Gujarat,India,735445,24,Female,General Fitness,Vegetarian,2024-08-09,2025-03-26 21:11:02,True,5173
CUST540759F16252,Ucchal,Ramaswamy,varenyaprabhu@example.org,+913052355253,"58/670, Hayer Zila",Ahmedabad,Rajasthan,India,737964,32,Other,Other,Vegan,2024-12-28,2025-06-08 15:37:15,True,4631
CUSTCA5B8BE8E521,Vansha,Mangat,vedantmander@example.com,+918396500784,"03/12, Pant",Lucknow,Telangana,India,529937,46,Other,General Fitness,Vegetarian,2025-09-09,2025-09-09 14:45:24,True,5801
CUST85447D5CB95E,Neel,Ravel,kalpitboase@example.org,04111255726,"048
Bedi",Chennai,Tamil Nadu,India,690158,35,Male,Endurance,Gluten-Free,2025-03-26,2025-04-26 10:47:16,False,2010
CUST3493187B0EBD,Kabir,Andra,avigola@example.com,+911609658640,"H.No. 15, Purohit Marg",Delhi,West Bengal,India,543673,29,Other,General Fitness,Gluten-Free,2023-10-31,2024-02-19 04:08:01,True,412
CUST5C395D6D10C3,Kashvi,Mishra,peter87@example.net,04411435997,"306, Yohannan Chowk",Mumbai,West Bengal,India,141674,49,Female,General Fitness,Vegan,2024-09-24,2025-07-22 06:32:16,True,6654
CUST81B8DEC19B65,Dhruv,Thakur,praneel82@example.org,2341413167,"95/44
Kakar Path",Chennai,Karnataka,India,057217,38,Male,General Fitness,None,2025-09-16,2025-09-18 13:23:01,True,8154
CUSTCEF609E83725,Sai,Gade,zayansaini@example.org,+914804927782,"H.No. 394
Basak",Kolkata,Tamil Nadu,India,486512,48,Female,General Fitness,Vegan,2025-02-26,2025-04-25 10:31:36,True,9661
CUST31A6F60E217C,Oscar,Pingle,suhani80@example.org,08921274694,"36, Sathe Circle",Jaipur,Maharashtra,India,267688,45,Female,Weight Loss,Vegetarian,2025-06-04,2025-07-01 01:00:55,False,3768
CUST736732E775EC,Sai,Dey,aticontractor@example.com,+916371345116,"95/86
Handa Path",Bangalore,Gujarat,India,362165,32,Male,General Fitness,None,2023-10-15,2024-04-12 05:16:10,True,1229
CUST9B48BAE2D18E,Tamanna,Varty,ahluwaliajatin@example.com,05537641573,"92/066
Kashyap Path",Bangalore,Delhi,India,408533,22,Other,General Fitness,Gluten-Free,2025-08-14,2025-08-25 03:13:53,False,5533
CUST4F5CD87A2BF5,Ekavir,Deshpande,sombimala@example.com,+912425873134,"62/246
Dalal Zila",Bangalore,Delhi,India,643321,33,Male,Muscle Gain,Non-Vegetarian,2023-09-21,2024-07-27 03:43:33,True,5839
CUST31EA765E8607,Sai,Choudhury,patlamohini@example.net,00150113370,"H.No. 503, Sami Nagar",Lucknow,Maharashtra,India,423644,20,Female,General Fitness,None,2024-05-05,2025-08-24 15:50:06,False,7626
CUSTDA93333E0A02,Anirudh,Sidhu,zsridhar@example.com,+916144902593,"79/25
Chaudhry Road",Kolkata,Delhi,India,980636,24,Female,Muscle Gain,Non-Vegetarian,2023-10-11,2025-08-28 09:28:26,True,670
CUSTE2126E742800,Yoshita,Savant,lchandran@example.com,0581161013,"46/74
Grewal Ganj",Jaipur,Tamil Nadu,India,659694,30,Male,General Fitness,Non-Vegetarian,2025-04-04,2025-09-01 23:04:59,True,3309
CUSTA899C1865177,Farhan,Mani,champaksalvi@example.org,+914781542382,"54, Bhasin Chowk",Hyderabad,Gujarat,India,673252,31,Other,Other,Gluten-Free,2024-03-13,2024-07-31 19:33:41,False,9683
CUSTD6FE7ABF0C5C,Chanakya,Gandhi,qabilboase@example.com,00768600652,"H.No. 41, Narain Marg",Bangalore,Karnataka,India,990207,31,Female,Endurance,Vegan,2025-01-10,2025-02-22 11:21:32,False,2727
CUST9C9F8ED7794F,Champak,Date,raymekhala@example.org,+911440872523,"H.No. 345, Mukherjee",Chennai,Rajasthan,India,583283,37,Other,Other,None,2024-04-07,2025-06-13 05:00:14,False,3178
CUST63AB9DA5021E,Bhavya,Virk,qushikalla@example.org,4647200875,"74, Soni Zila",Bangalore,West Bengal,India,461898,49,Female,Other,Vegetarian,2025-01-15,2025-04-21 09:17:58,False,5278
CUST00559AF6F78B,Idika,Nori,savanttamanna@example.org,+915763360567,"28/29
Iyengar Ganj",Kolkata,Delhi,India,663774,40,Female,Endurance,Vegetarian,2024-07-02,2025-08-22 15:50:13,True,8658
CUST4762DECF06FC,Zansi,Raman,sanghamichael@example.net,0782512150,"499, Bobal Ganj",Ahmedabad,Gujarat,India,785533,39,Male,Other,Vegan,2025-04-25,2025-09-08 16:11:38,False,5598
CUST8F739318AC45,Sachi,Naik,prattan@example.com,03676490341,"966
Mody Ganj",Mumbai,Gujarat,India,728610,34,Female,Muscle Gain,Vegetarian,2025-02-24,2025-03-16 17:16:56,True,4841
CUST76C9A80CF982,Brijesh,Brar,mugdha17@example.com,07373484282,"51/69, Kanda Path",Bangalore,Uttar Pradesh,India,510698,18,Female,Other,Vegan,2025-02-07,2025-04-19 00:57:36,True,5947
CUST1AAC6E1B7042,Gunbir,Bora,vanyanagi@example.net,06109346134,"H.No. 073, Dey Road",Mumbai,Maharashtra,India,406878,20,Female,Weight Loss,Gluten-Free,2025-07-22,2025-08-01 03:54:59,False,4522
CUST3ABA444C5CF6,Dayita,Ramaswamy,sanghviabeer@example.net,+915474881069,"14/498
Chandra Circle",Mumbai,Uttar Pradesh,India,465003,20,Other,Other,Non-Vegetarian,2023-10-23,2023-11-10 23:28:34,False,3206
CUSTF2196E0993E6,Daksh,Karan,ekiya03@example.org,01817431128,"H.No. 52
Dhingra Ganj",Hyderabad,Rajasthan,India,027172,29,Female,Other,None,2024-07-11,2024-12-04 02:26:45,True,9423
CUST5B52F387B5B9,Aarnav,Luthra,mdugar@example.com,06434022293,"26/429
Master",Hyderabad,Tamil Nadu,India,583034,33,Female,General Fitness,Gluten-Free,2024-04-21,2025-02-14 12:11:07,False,4487
CUST3542B052BA33,Sudiksha,Tak,darjacob@example.org,+910067830972,"H.No. 79, Choudhary Circle",Hyderabad,Rajasthan,India,641236,50,Other,General Fitness,None,2025-06-02,2025-06-11 02:35:00,False,5815
CUSTA242B4505007,Mugdha,Soni,yoshita43@example.net,+914785308184,"H.No. 03
Hayre Nagar",Mumbai,Maharashtra,India,938681,40,Other,Weight Loss,None,2023-12-13,2024-02-24 20:11:22,True,6125
CUST14497675162A,Nachiket,Kakar,rehaanghosh@example.com,9618991871,"70/09
Kanda Ganj",Mumbai,Delhi,India,492568,47,Other,Endurance,None,2025-02-14,2025-08-28 14:51:00,False,5837
CUST26929C560DA4,Hemang,Saini,guhaonkar@example.com,+917674965843,"750
Gandhi Circle",Bangalore,Tamil Nadu,India,237104,18,Male,Muscle Gain,Vegan,2024-08-30,2024-12-17 20:39:50,True,7156
CUSTC404C73A7A1A,Michael,Pradhan,qvarughese@example.org,+918037929810,"374
Sem Street",Delhi,Maharashtra,India,569975,46,Male,Muscle Gain,Non-Vegetarian,2025-04-09,2025-04-13 06:16:08,False,3501
CUSTF55719531849,Manthan,Nigam,xbajwa@example.net,8287737652,"54/63
Swamy",Delhi,Karnataka,India,754940,49,Other,Weight Loss,Non-Vegetarian,2023-10-27,2024-03-21 05:01:05,False,192
CUST3390CCDFF9B7,Fariq,Puri,dhriti29@example.net,06138734273,"H.No. 65, Bains Marg",Chennai,West Bengal,India,064960,22,Male,Muscle Gain,Gluten-Free,2024-10-01,2025-08-28 11:58:06,True,2423
CUST66D349DA2483,Sai,Gara,upmamahajan@example.net,8886839317,"46/37, Peri",Delhi,Karnataka,India,859592,34,Other,Endurance,Vegetarian,2024-05-03,2024-08-22 23:52:41,True,2363
CUSTFEFCB3FF3885,Jasmit,Madan,lalaayushman@example.org,00938233933,"021, Baral Chowk",Bangalore,Uttar Pradesh,India,085568,32,Female,General Fitness,Gluten-Free,2025-06-25,2025-07-19 07:36:16,True,613
CUSTA71F1CD46DCA,Orinder,Keer,dadacharvi@example.org,7408220529,"88/47, Sachdev Ganj",Delhi,Delhi,India,991676,28,Other,Endurance,None,2025-09-12,2025-09-18 07:07:13,False,9567
CUST3E3FACA1F0AC,Yashawini,Gera,barkha97@example.com,01381430903,"91/88, Kulkarni Zila",Ahmedabad,Maharashtra,India,819939,21,Male,Endurance,None,2023-11-01,2023-11-23 10:00:32,False,9840
CUSTA6319873470C,Chaitanya,Lad,rachit67@example.net,08092668565,"586
Thaker Zila",Pune,Rajasthan,India,676355,26,Male,Other,Gluten-Free,2023-09-22,2024-03-18 03:17:03,False,2822
CUSTD126945065CF,Anita,Dhillon,parmergaurang@example.net,00146950372,"90/83, Sankar",Mumbai,Delhi,India,915505,33,Male,Muscle Gain,None,2024-07-05,2025-08-30 09:17:30,True,2960
CUST796D6771D24E,Widisha,Varma,solankianamika@example.com,+918783362039,"H.No. 73, Dua Path",Hyderabad,Delhi,India,984126,18,Other,Weight Loss,None,2023-09-21,2025-02-04 16:32:32,False,8360
CUSTFFB8951EBADE,Vedhika,Bhakta,libni60@example.org,00408840906,"H.No. 70
Kurian Nagar",Ahmedabad,Rajasthan,India,365182,23,Male,General Fitness,Gluten-Free,2025-04-21,2025-07-10 15:01:38,True,3917
CUST47676EE98C55,Yochana,Ray,bhattiishita@example.org,00103077763,"80, Balay Zila",Chennai,Delhi,India,194583,28,Female,Endurance,Vegetarian,2024-01-28,2024-03-11 04:00:48,False,9868
CUSTB89F0A56E6A4,Yagnesh,Kamdar,aryan95@example.org,+912438254780,"00, Dey Street",Chennai,Uttar Pradesh,India,689357,46,Male,Muscle Gain,Gluten-Free,2024-11-28,2025-07-22 20:05:44,True,6291
CUSTC54A1A7D6FA8,Yamini,Mitter,otandon@example.net,+914128246472,"415
Khare Ganj",Jaipur,Gujarat,India,515451,22,Male,General Fitness,Vegan,2025-08-17,2025-08-26 21:35:10,True,9204
CUST1C8B50A80029,Mekhala,Virk,aminhas@example.org,04698303771,"14, Acharya Nagar",Mumbai,Maharashtra,India,794760,35,Male,Weight Loss,Gluten-Free,2025-08-20,2025-08-29 21:08:27,True,2860
CUST07CC2398AC83,Raagini,Bumb,ozalekha@example.com,0525461439,"H.No. 647
Soni Road",Bangalore,Tamil Nadu,India,056734,47,Female,Endurance,Non-Vegetarian,2024-09-13,2025-05-14 16:39:53,False,4332
CUSTD56BD1CEC723,Kabir,Sundaram,pahalandra@example.com,05604834492,"H.No. 633
Chawla Street",Ahmedabad,Telangana,India,159299,25,Other,Other,Vegan,2024-10-22,2025-05-28 18:45:38,True,5608
CUST07E2F78FB92C,Triya,Mani,mjain@example.org,+917923898360,"H.No. 22
Bhattacharyya Circle",Bangalore,Telangana,India,139033,18,Other,Endurance,Gluten-Free,2024-03-04,2025-03-28 06:24:09,True,7144
CUSTE5FCBD926F2E,Harrison,Karnik,mangalsanya@example.org,02562142345,"H.No. 92
Naidu",Pune,Rajasthan,India,993940,38,Female,General Fitness,None,2024-03-02,2025-04-07 21:35:40,False,4035
CUST951D5E1382F7,Vedika,Sharma,victordua@example.net,2893029478,"66/79, Kunda Circle",Hyderabad,Rajasthan,India,983438,31,Other,Weight Loss,Non-Vegetarian,2025-06-13,2025-08-26 21:44:26,True,8469
CUST3B7E9DC4A7A5,Charvi,Bhavsar,ishanvi46@example.com,06651358794,"68
Goel Nagar",Delhi,West Bengal,India,548525,45,Other,Muscle Gain,Non-Vegetarian,2024-03-16,2024-09-27 15:54:45,False,970
CUSTEF935BE194C5,Ekaja,Tara,ochoudhary@example.org,03683680217,"37, Kala Chowk",Mumbai,Rajasthan,India,766120,48,Male,Other,None,2024-02-07,2025-04-07 23:45:48,False,1317
CUSTCA04A2BF581E,Pushti,Sekhon,fsoman@example.org,01280056175,"37
Contractor Marg",Hyderabad,Tamil Nadu,India,487077,29,Male,Endurance,Non-Vegetarian,2023-12-24,2025-08-01 21:53:02,True,6164
CUSTF96A7CB1DC7A,Pallavi,Bahl,harsh56@example.com,+911073889303,"854
Mangal Circle",Kolkata,Gujarat,India,588680,39,Female,Muscle Gain,Vegan,2025-08-22,2025-08-31 22:46:15,False,7857
CUST73ED60F79573,Januja,Balay,libnitella@example.net,+917925395037,"30/38
Mistry Marg",Lucknow,Delhi,India,222099,41,Female,Weight Loss,None,2025-08-01,2025-08-27 08:06:48,True,2472
CUST9DE0C83B2E29,Eiravati,Ben,kuruvillavedhika@example.net,00670835941,"857
Garde",Mumbai,Rajasthan,India,422330,29,Female,General Fitness,Vegan,2024-10-11,2025-06-04 05:32:23,False,8329
CUST67A9EBB526AE,Ekaja,Prasad,shaurya54@example.net,04778417126,"H.No. 27, Kapadia Circle",Delhi,Telangana,India,592788,29,Male,Other,Vegetarian,2024-08-11,2024-10-12 15:38:23,True,6354
CUST0CA7799CA906,Vedant,Mistry,dhruvamble@example.org,8264471986,"141, Lanka Ganj",Hyderabad,Gujarat,India,723974,45,Male,Other,Vegan,2024-09-23,2025-02-13 16:09:36,True,9072
CUSTBCD2C2BC5274,Chakradhar,Sen,william21@example.org,7974745828,"474
Basu Chowk",Kolkata,Telangana,India,832939,39,Female,General Fitness,Vegetarian,2024-06-17,2024-11-24 15:37:47,True,9972
CUST8DF027750835,Garima,Patil,tanishdhar@example.com,+914472626062,"79/654, Dua Chowk",Lucknow,Uttar Pradesh,India,105124,32,Other,Muscle Gain,None,2025-01-08,2025-07-08 02:20:25,False,4388
CUSTF3375770BFDE,Xavier,Doctor,utkarshnaik@example.org,+912514512919,"72/000, Gala Chowk",Bangalore,Maharashtra,India,984154,44,Male,Muscle Gain,Vegan,2023-12-30,2024-07-29 16:31:58,True,7859
CUSTECB11F738283,Reva,Keer,jsaini@example.org,09809242644,"34/563, Palan Road",Chennai,Uttar Pradesh,India,653577,28,Other,Weight Loss,Non-Vegetarian,2025-07-27,2025-08-03 06:37:57,False,1964
CUSTD60BBAB576C7,Om,Raj,frederick72@example.com,+918894481055,"06/27, Shroff Nagar",Chennai,Rajasthan,India,327352,28,Male,Other,Vegan,2024-10-12,2025-07-05 05:53:02,True,6289
CUST9026D5DE8F28,Damini,Sachdev,bakhshi94@example.org,+914205711415,"42
Barman Road",Ahmedabad,Karnataka,India,107713,47,Female,General Fitness,Gluten-Free,2023-11-14,2024-09-25 20:39:18,False,4739
CUST228C19EBDA1F,Ijaya,Amble,varkeysachi@example.com,7537979892,"10/41, Badami Nagar",Hyderabad,Maharashtra,India,571483,26,Male,Endurance,Vegetarian,2025-08-12,2025-08-29 11:25:34,False,6286
CUSTCAC311FCB6BF,Hredhaan,Chad,santjack@example.com,7180466608,"97
Balan",Hyderabad,Telangana,India,318929,28,Female,Other,Vegetarian,2024-11-22,2025-06-15 05:39:35,False,5650
CUST1BC337518A18,Ekavir,Sane,somanoni@example.org,4917569150,"88/33, Memon Chowk",Kolkata,Delhi,India,865101,47,Female,Weight Loss,Vegan,2024-05-03,2024-07-01 08:18:54,True,4386
CUST30FF6FE42893,Shravya,Dugar,ysahni@example.org,01498646328,"23
Rastogi Chowk",Jaipur,Karnataka,India,063477,46,Male,Muscle Gain,Vegetarian,2024-11-12,2025-04-09 06:15:18,False,1079
CUST22EC4277BE93,Sachi,Bedi,hiralsaha@example.org,2426128183,"96
Aggarwal",Mumbai,Uttar Pradesh,India,550293,38,Male,General Fitness,Vegetarian,2024-12-08,2025-04-08 08:01:39,True,8396
CUST017E309C9BD6,Saumya,Verma,vyanjana45@example.net,7008804923,"76, Vora Circle",Mumbai,Maharashtra,India,420243,48,Other,Endurance,Vegan,2023-11-16,2024-05-03 12:23:55,True,5763
CUSTF303D3B6E4AF,Chanakya,Gade,david03@example.net,+919189035423,"H.No. 14
Sankaran Marg",Lucknow,Gujarat,India,384861,37,Other,Muscle Gain,Non-Vegetarian,2024-11-26,2025-07-27 21:50:00,True,8736
